Perforation interval (ft),Frac_fluid_vol(bbls),Proppant qty(lbs),number of frac stages,tubing depth(ft),Casing depth(ft),FTP(psi),choke size(1/64 in),SITHP(psi),SG of gas,Well Type,Latitude,Long.,Gas prod/mth,acid
646,47619.04762,183600,2,8550,8793,1275,8,3435,0.774,3,33.2376859,-97.2826899,3325.58427,1
498,40542,296833,3,8420,8582,90,16,1500,0.7,3,33.2493696,-97.387915,3332.255814,1
351,33095.2381,270250,2,7892,8289,325,16,2395,0.7,3,33.1568535,-97.3786585,8152.39726,1
644,46142.85714,238700,2,8481,8853,495,20,2695,0.705,3,33.2056311,-97.232634,3928.078947,1
408,34285.71429,184250,1,7471,7740,1625,11,2695,0.7,3,33.0421306,-97.3680545,8000.589286,1
344,45046,375800,2,7532,8247,450,32,1625,0.7,3,33.0953622,-97.2490356,8471.297872,1
466,30357.14286,119750,1,7831,8090,2030,14,2695,0.7,3,33.0992687,-97.3886634,19654.77528,1
761,46880.95238,199650,2,8021,8035,515,9,3165,0.724,3,33.2378543,-97.2752223,2218.493151,1
474,30238.09524,154000,1,7351,7571,750,22,1715,0.7,3,33.0206321,-97.3954608,11254.04854,1
454,26857.14286,136750,1,7774,7886,240,48,3100,0.7,3,33.0435081,-97.2545736,2147.571429,1
252,16540,1658000,1,7684,8063.7,1274,22,2954,0.7,3,33.0929754,-97.2608823,5480.1875,1
440,25523.80952,178916,1,7416,7852,1375,12,2575,0.7,3,33.0647509,-97.3683715,8633.887097,1
392,30863,169136,2,7788,8220,885,16,3150,0.7,3,33.2187878,-97.3659969,8134.76087,1
777,24064,120000,2,8015,8557,1065,18,2380,0.725,3,33.2995581,-97.3510564,4609.343284,1
472,32182,101200,1,7553,8062,360,32,2220,0.7,3,33.176727,-97.3724825,1254.520548,1
436,29923,140000,1,7551,7855,1075,14,2100,0.7,3,33.030789,-97.2582719,3579.590361,1
500,32142.85714,140250,1,7650,7997,380,48,3105,0.7,3,33.0574904,-97.2433434,2245.063291,1
379,33168,401435,3,8449,8840,589,17,2200,0.73,3,33.2256566,-97.2820287,2870.438596,2
400,33695.19048,156166,2,7765,8195,300,14,1710,0.7,3,33.2327151,-97.3836979,2086.072289,1
642,31059.52381,178000,2,8492,8830,1065,20,3255,0.7,3,33.1908127,-97.2045926,3530.133333,1
472,32433,131368,1,7442,7812,1550,10,3061,0.7,3,33.0746172,-97.3336045,5845.568421,1
435,33809.52381,170000,1,7810,8057,2615,10,2615,0.7,3,33.1030566,-97.3822305,6903.181818,1
623,35714.28571,148000,1,8142,8373,505,16,2630,0.7,3,33.1636865,-97.3002991,5345.813953,1
314,32761,233000,2,7507,7882,1775,12,2670,0.7,3,33.084049,-97.3156008,4318.578947,1
360,27089,436500,3,8181,8796,454.3,48,2514.3,0.69,3,33.2213051,-97.2803673,1833.615385,2
219,33589,200175,2,8481,8795,1407.7,16,1514.7,0.6738,3,33.2241561,-97.2666957,3217.028169,1
423,32857.14286,129500,1,7554,7770,2435,9,3005,0.7,3,33.043409,-97.3344253,6877.45679,1
419,33754,146500,2,7380,8252,720,16,3175,0.7,3,33.2315802,-97.3800834,6643.154762,1
684,43531,171844,3,8469,8956,614.6,20,2854.6,0.7,3,33.3011876,-97.2748854,1590.902439,2
508,24601,311637,3,8419,8817,1500,14,3400,0.71,3,33.2409647,-97.2864312,2996.333333,2
406,37792.85714,169500,2,7909,8245,1265,20,3395,0.7,3,33.1639458,-97.3433395,6613.74026,1
569,37024.33333,438000,3,8470,9025,535,30,2555,0.641,3,33.2215253,-97.2118369,4466.898734,1
498,34673,416737,3,8635,9269,425,34,2300,0.6,3,33.1664655,-97.1404808,1442.827586,1
406,32619.04762,208150,2,8121,8220,975,128,1165,0.724,3,33.2092684,-97.3735158,5618.482143,1
437,27366,282660,3,8374,8760,1670,36,3070,0.704,3,33.2687437,-97.311359,5840.056604,2
416,32380.95238,232000,1,7464,7789,495,28,2945,0.7,3,33.053325,-97.3929289,10673.48718,1
958,50508,445764,2,8731,9170,884,22,3010,0.7,3,33.2432431,-97.2072049,3389.985294,2
318,28809.52381,211500,2,7796,8105,1490,10,2405,0.7,3,33.0987847,-97.3825361,7980.940299,1
466,36428.57143,232500,1,7583,7906,1035,18,1465,0.7,3,33.0744339,-97.3557417,6949.153846,1
504,34285.71429,153000,1,7837,8080,1265,11,2815,0.7,3,33.1131467,-97.3691195,7614.819149,1
505,57722,363500,1,8562,8974,520,64,1115,0.587,3,33.143234,-97.1377729,7179.779661,1
457,14203,43500,1,7732,7785,824,42,2114,0.61,3,33.0507104,-97.2585903,2581.881579,1
238,47190.47619,122400,2,8644,8951,565,20,3065,0.7,3,33.2173533,-97.2390034,2871.722222,2
296,22720,115100,1,8808,9137,918,15,2840,0.72,3,33.250893,-97.219908,2907.25641,1
374,30000,119750,1,7406,7643,1575,14,2755,0.7,3,33.0189092,-97.3713612,10788.25581,1
637,35833.33333,127000,1,8139,8370,1085,14,3415,0.7,3,33.168206,-97.2978205,7332.882353,1
546,26732,310380,2,8214,8587,429.3,22,2374.3,0.711,3,33.2267373,-97.3445687,4331.283333,2
545,40500,206340,2,7632,8561,1555,18,3215,0.7,3,33.1787344,-97.2446228,5247.927536,1
449,32857.14286,129500,1,7597,7885,585,15,2530,0.7,3,33.0460922,-97.3163536,5088.013333,1
235,16429,74400,1,7796,8217,285,32,2265,0.7,3,33.0999267,-97.2602396,2950.734177,1
534,28200,123300,1,7647,8195,480,32,2915,0.7,3,33.1878269,-97.362278,3962.927711,1
435,33452.38095,137600,1,7525,7766,1615,14,3115,0.7,3,33.0550103,-97.3535186,10093.15116,1
280,26460,262500,3,8222,8755,1214.3,16,3314.3,0.692,3,33.2179311,-97.2908097,6921.384615,2
506,28069,304840,3,8431,8772,656,14,3178,0.726,3,33.2333889,-97.2913342,3330.482143,2
370,23326,235120,3,8314,8693,750,13,2950,0.747,3,33.250457,-97.3226911,3652.290909,1
135,24105,215700,3,7872,8365,814.3,14,1364.3,0.724,3,33.2370394,-97.3793352,5542.044118,2
446,42261.90476,290250,2,8433,8740,1265,15,3315,0.703,3,33.1895332,-97.2789021,21165.58667,1
618,33383,428888,1,7607,8473,2236,13,3337,0.6,3,33.1590977,-97.2595565,7683.37931,1
386,23583.14286,119600,1,8314,8718,690,48,2263,0.7,3,33.2021937,-97.2283251,2202.634146,1
554,39071,466317,3,8660,9229,550,28,1400,0.6,3,33.1769793,-97.1486167,1344.666667,1
534,52845.80952,291200,1,8629,8927,590,48,1950,0.7,3,33.2627874,-97.2670791,5256.935484,1
442,33452.38095,137600,1,7517,7744,1265,16,2865,0.7,3,33.0552668,-97.3477158,6339.16129,1
549,31098,212400,2,7882,7903,1200,14,3350,0.7,3,33.2406635,-97.3669189,7833.013333,1
434,29045,304850,3,8174,8802,629.3,15,2414.3,0.693,3,33.223479,-97.2762101,2785.79661,1
404,28831,134200,1,7512,7965,250,32,2400,0.7,3,33.0807371,-97.2778706,1862.26506,1
694,32448,546000,1,8351,8710,559,22,1675,0.6,3,33.1989997,-97.2644497,5930.847826,1
754,57892,374908,3,8000,8944,510,16,2354,0.7,3,33.2632192,-97.2462926,3879.273973,2
432,24844,89300,1,7713,8149,1120,18,3000,0.7,3,33.0768634,-97.2461057,7548.125,1
708,32010.5,153134,2,8421,8533,850,16,3350,0.724,3,33.2392438,-97.3578031,5501.333333,1
216,13428,1780000,1,7754,8050,120,28,1653,0.7,3,33.1695451,-97.3713097,2537.026144,1
464,53359,1320200,3,8422,8751,830,17,2130,0.736,3,33.2116838,-97.3005146,8311.606061,2
150,25241,248000,3,8214,8785,900,18,3500,0.7,3,33.2050146,-97.2840576,5005.054054,2
608,52002,1165100,3,8489,8780,564,19,2664,0.767,3,33.268102,-97.3144315,4920.675,1
50,34166.66667,57000,2,7994,8198,1955,16,1595,0.7,3,33.1246273,-97.2917014,4900.684211,1
478,36357.14286,219300,2,8510,8831,1955,13,2965,0.714,3,33.2276152,-97.3267367,5240.714286,1
381,36071.42857,247750,2,7920,8134,385,17,2785,0.7,3,33.1707673,-97.3591857,4211.297297,1
440,34874.95238,410000,2,7817,8506,1440,12,1690,0.7,3,33.1816114,-97.305942,13219.70732,1
532,48095.2381,207200,3,8500,8763,475,128,3355,0.7,3,33.2084661,-97.2328119,2392.346154,1
668,34285.71429,186000,1,8270,8451,2425,11,3560,0.7,3,33.16699,-97.2686251,13447.43038,1
270,22399,215900,3,7571,8610,964.3,12,2514.3,0.718,3,33.2476229,-97.360489,4548.257576,2
454,39191,327450,2,8312,8710,550,48,1530,0.7,3,33.2007436,-97.2181057,4563.090909,1
590,50613,1147940,3,8455,8723,714,19,2814,0.745,3,33.2527566,-97.3130445,8572.342857,2
270,31850.14286,65000,1,7521,7826,323,18,2200,0.7,3,33.0769847,-97.349881,3265.556818,1
637,36794,365022,3,7989,8385,1114,16,3004,0.7,3,33.2282663,-97.3582355,11126.79688,2
446,32857.14286,138400,1,7534,7850,1430,10,1450,0.7,3,33.0678597,-97.3671306,6161.852941,1
553,48039,1167388,3,8520,8872,704,20,1374,0.738,3,33.2503477,-97.3098767,9595.717949,1
472,32857.14286,147750,1,7855,8063,505,16,2765,0.7,3,33.0973335,-97.3734127,1949.516854,1
713,47738.09524,178375,2,8510,8839,1485,18,2695,1.032,3,33.2898326,-97.303723,4663.858696,1
488,38333.33333,244500,2,8360,8710,2180,16,3475,0.7,3,33.172167,-97.2455806,7027.818182,1
579,26412,299188,3,8386,8885,840,14,2130,0.74,3,33.293057,-97.3111037,4299.732143,2
689,31186,417400,1,8208,8688,2504,10,3514,0.6,3,33.1919878,-97.267257,13811.71642,1
258,26801,262500,3,8199,8777,864.3,16,3214.3,0.688,3,33.2111394,-97.2958064,5527.446154,2
688,28424,294780,1,7769,8773,532,20,3289,0.6,3,33.207347,-97.2517138,5030.233333,1
378,25352,112400,1,7502,7925,1294,14,3065,0.7,3,33.0617043,-97.2694534,3576.6375,1
520,34351,352700,4,8417,9130,250,48,750,0.5874,3,33.1695662,-97.1656889,1201.8,1
698,19930.64286,192000,2,8495,8930,1070,16,3055,0.7,3,33.2362182,-97.2633075,5117.642857,1
487,32333.33333,204400,1,7510,7832,1654.2,10,2973.2,0.7,3,33.0758428,-97.3259204,6357.767677,1
1107,28895,381051,3,7989,8516,400,20,2500,0.7,3,33.2449394,-97.3652174,7944.302326,1
405,41904.7619,157000,2,8267,8535,715,22,3285,0.704,3,33.1881528,-97.3108414,4124.842697,1
395,38095.2381,178400,2,7934,8249,2180,13,3365,0.7,3,33.1685924,-97.3441919,6221,1
334,32721,326280,3,8469,8826,519,14,2821,0.718,3,33.2275052,-97.2851691,3011.071429,2
368,30476.19048,121250,1,7424,7635,1955,9,2935,0.7,3,33.0205446,-97.3776939,8910.883721,1
294,30952.38095,115000,2,7939,8165,785,14,895,0.7,3,33.1036897,-97.3931341,15405.0303,1
546,20493,187500,3,8418,8626,1090,18,2859,0.7,3,33.2604184,-97.3522729,3535.308642,2
438,32857.14286,220000,1,7596,7864,825,18,1360,0.7,3,33.0495729,-97.3528293,9231.446154,1
430,32619.04762,208150,2,8276,8440,1135,13,2115,0.726,3,33.2138739,-97.359199,7699.48,1
398,24263,275220,3,8495,8895,444.3,20,2274,0.752,3,33.260064,-97.2939066,3172.55,2
404,30714.28571,156000,1,7249,7545,2115,9,2875,0.7,3,33.0311501,-97.3884027,14650.62376,1
372,55272,388930,3,7776,8218,918,17,2800,0.7,3,33.2218423,-97.3719844,9706.901408,2
462,28634,124000,1,7447,8043,275,48,2895,0.7,3,33.0868165,-97.3882818,3275.120482,1
360,38273.47619,214125,2,7922,8109,665,21,3165,0.7,3,33.1667672,-97.3632869,6276.72,1
724,28510,191000,3,8124,8911,850,16,3150,0.7,3,33.2509438,-97.2550799,3100.868421,1
680,42194,820700,3,8497,8803,905,18,1560,0.727,3,33.294856,-97.3222779,6693.5,2
724,20045.95238,142050,2,8656,8845,789,16,2094,0.7,3,33.2532149,-97.3006426,3971.976471,1
551,35142.85714,413200,2,8311,9144,565,20,3065,0.7,3,33.2350919,-97.202624,3866.608108,1
693,22703,110000,2,8530,8829,1715,20,2365,0.727,3,33.2372296,-97.2456693,2741.609375,1
424,18511.90476,291600,2,8157,8355,450,10,2265,0.7,3,33.1780158,-97.2938381,6986.014286,1
466,32853,374490,3,7654,7654,514,20,1964,0.723,3,33.2443229,-97.3501066,4532.634921,2
304,26547.61905,120000,1,7371,7875,1500,12,3042,0.7,3,33.0664637,-97.3155967,7202.418605,1
610,30313,242986,2,8150,8810,815,17,2415,0.707,3,33.2586696,-97.2595755,3562.95,2
330,25875,201183,3,8314,8815,914,15,3114,0.722,3,33.23075,-97.3157989,3540.830769,2
552,30171,138500,1,7650,8224,350,32,2650,0.7,3,33.2004806,-97.3842204,3214.527473,1
469,30094.2381,186500,3,8384,8542,720,16,1145,0.7,3,33.2678652,-97.3502178,2747.46988,1
296,41547.61905,454300,2,7959,8172,1190,14,1950,0.7,3,33.1550319,-97.3642516,6655.886364,1
310,26399,301200,3,8174,8174,1664,15,3064,0.702,3,33.2269002,-97.297432,6312.046875,2
428,35680,129600,2,8010,8010,2570,10,3565,0.7,3,33.1942435,-97.3283142,6660.382979,1
406,32380.95238,232000,1,7459,7893,865,13,1215,0.7,3,33.0434371,-97.3588323,5866.090909,1
366,7478,280700,1,8275,8475,2964,9,3514,0.605,3,33.1653037,-97.2645188,24184.02899,1
372,38452.38095,207500,2,7893,8141,415,12,3405,0.7,3,33.1647209,-97.3505146,3419.61039,1
474,38636,112000,2,8256,8688,1320,12,3430,0.7,3,33.2211726,-97.3278142,5145.258065,1
534,33844,65700,2,8213,8715,1914,14,2104,0.7,3,33.2143836,-97.3245016,3196.709677,1
150,26387,186018,3,8176,8574,1164,13,1514,0.688,3,33.2058618,-97.3301996,3536.191176,2
608,42596,199157,3,8305,8919,1564,12,2426,0.7,3,33.2832281,-97.2734619,2519.534884,1
408,28392,124700,1,7603,8055,300,32,2700,0.7,3,33.0761494,-97.258383,4000.928571,1
531,26223,1166600,3,8534,8821,216,27,1500,0.708,3,33.3077712,-97.3099196,8122.27381,2
350,32242,756000,2,8434,8703,656,20,1970,0.687,3,33.2071842,-97.2944206,7630.431818,2
1068,60479,421680,2,8698,9182,826,16,2760,0.7,3,33.2615146,-97.2121233,3182.319444,2
345,32214.28571,125450,2,7939,8186,425,15,2015,0.7,3,33.134847,-97.3568372,5258.2125,1
624,43316,191462,3,7928,8945,726,20,2114,0.7,3,33.2910011,-97.2807819,2001.630952,2
152,14227,70300,1,7625,7988,325,24,1815,0.7,3,33.0763477,-97.2627553,2548.225,1
396,41309.52381,148100,2,8101,8300,455,14,3015,0.7,3,33.1663968,-97.3209881,6089.375,1
464,45956,957470,3,8422,8760,194,26,1000,0.716,3,33.2283022,-97.3032811,4822.142857,2
474,51371,1359246,3,8470,8737,218,26,2460,0.678,3,33.2058659,-97.2874405,6095.965517,2
227,32400,235000,1,7364,7664,1880,14,3065,0.7,3,33.0292634,-97.3714726,7992.423913,1
354,27380.95238,190859,1,7392,7723,1115,13,2465,0.7,3,33.0039514,-97.3656595,9048.692308,1
680,31824,323500,1,8407,8618,1464,17,3664,0.615,3,33.1973715,-97.2625783,6094,1
317,24135,149500,2,7475,7802,1814,16,3114,0.7,3,33.0847076,-97.3320615,1875.73913,1
429,38333.33333,183500,2,7916,8145,1265,9,2255,0.7,3,33.1238898,-97.3380824,10751.82524,1
408,34642.85714,208100,2,8426,8675,965,20,1515,0.7,3,33.2172699,-97.3283668,4109.419355,1
390,41190.47619,147400,2,7981,8192,2215,6,3275,0.711,3,33.1541774,-97.3308887,11054.47674,1
505,45842,925870,3,8436,8811,527,23,2710,0.753,3,33.2651122,-97.3114942,7377.489362,2
830,30000,212000,1,8670,8670,565,30,2565,0.692,3,33.2231045,-97.2458726,4664.482143,1
451,40840,867575,3,8396,8796,440,24,2800,0.749,3,33.2623377,-97.3118645,6203.021739,2
411,30952.38095,186500,1,7530,7840,1115,9,1735,0.7,3,33.0705489,-97.3568642,5878.014706,1
785,27750,140000,2,8878,8941,890,17,1015,0.708,3,33.2329987,-97.2169033,3964.782609,1
306,27248,136750,1,7515,7826,1284,16,2993,0.7,3,33.0547701,-97.3197454,5900.210526,1
315,19445,186350,3,8150,8685,764,15,2914,0.722,3,33.2330762,-97.3406686,2331.461538,2
376,38452.38095,207500,2,7903,8124,595,16,3005,0.7,3,33.1561352,-97.3490662,9967.355263,1
487,40476.19048,291000,2,8334,8650,515,128,3355,0.7,3,33.1806797,-97.2573607,7805.027778,1
222,30000,188000,2,7871,8190,380,14,465,0.7,3,33.1120773,-97.367376,9143.803279,1
282,28265,132000,1,7372,7768,429,28,3114,0.61,3,33.0507599,-97.2962773,1756.072289,1
403,40238.09524,152750,2,7960,8160,1915,10,3155,0.715,3,33.1486792,-97.3573099,7689.925532,1
478,33809.52381,151250,1,7821,8046,845,17,3415,0.7,3,33.103534,-97.3750621,11497.18681,1
803,36600,225200,2,8092,8092,1500,10,3550,0.7,3,33.1907303,-97.1779847,3830.983333,2
396,23251,84000,1,7301,7566,1755,10,2515,0.7,3,33.027675,-97.3833581,12962.4878,1
548,27129,344480,3,8341,8652,464,22,814,0.744,3,33.2651295,-97.3467157,3453.551724,2
452,35196,204399,3,8474,8616,1330,16,2355,0.7,3,33.2590733,-97.3446283,3005.963855,1
822,27721,140000,2,8412,9026,1015,17,1415,0.7,3,33.2427752,-97.2157939,2377.352941,1
646,34200,378000,3,8200,8850,600,22,2250,0.7,3,33.2523947,-97.2614544,5214.692308,1
442,41023.80952,147220,2,8184,8346,1615,12,3455,0.7,3,33.1729396,-97.2999149,8473.380952,1
400,20266,165000,1,8866,9388,295,64,1425,0.72,3,33.2435397,-97.1721237,3471.508772,1
950,29097,299800,1,8738,8969,750,18,2300,0.61,3,33.280114,-97.2845332,3219.851351,1
391,41309.52381,161500,2,8160,8440,1255,14,1255,0.7,3,33.1612307,-97.2700021,6579.159574,1
330,38571.42857,139700,2,7945,8190,585,15,2815,0.7,3,33.1384789,-97.359277,4892.445783,1
749,51348,1234600,3,8498,8824,643,24,970,0.736,3,33.2932734,-97.3194883,4207.6875,2
607,33928.57143,120700,1,8109,8295,875,15,3055,0.7,3,33.1619109,-97.3100128,3954.597561,1
157,16471,70000,1,7734,8100,265,32,1865,0.7,3,33.0903816,-97.265611,1405.6625,1
368,16627,180199,3,8432,8680,1390,16,3230,0.7,3,33.2461844,-97.3369201,4403.916667,1
498,33809.52381,151000,1,7832,8100,765,17,3165,0.7,3,33.1091939,-97.3761665,9944.21978,1
155,14135,69400,1,7690,8016,185,32,1565,0.7,3,33.0923154,-97.2672465,1493,1
431,40238.09524,153200,2,8375,8566,485,16,875,0.711,3,33.1998306,-97.3245677,3656.422222,1
595,29459,303000,3,7677,8750,539,22,1514,0.718,3,33.2637719,-97.3219975,3418.867647,2
354,29523.80952,133750,1,7349,7567,1465,10,2315,0.7,3,32.9987405,-97.3922408,15792.84211,1
761,22890,110500,3,8494,8800,595,17,1295,0.7057,3,33.228602,-97.2354791,4391.702703,1
437,32857.14286,204000,1,7503,7799,1265,8,1525,0.7,3,33.0519263,-97.3901636,8791.705882,1
473,40476.19048,224400,2,7898,8280,575,24,3375,0.7,3,33.1703306,-97.2796806,8597.792208,1
398,41968.59524,179500,2,8171,8368,1895,11,3375,0.7,3,33.1377334,-97.2832329,10414.16667,1
220,24700,137500,1,7500,8115,194.2,18,3014,0.7,3,33.2005876,-97.377804,1394.394495,1
540,17883,125500,2,7680,8619,1574.2,24,3150,0.7,3,33.2559427,-97.3551777,3896.355556,1
615,37261.90476,131200,1,8133,8358,1555,13,3465,0.7,3,33.1548383,-97.2923475,7024.139535,1
246,24317,257200,3,8023,8660,1014,13,1464,0.721,3,33.2512034,-97.3354621,3710.19403,2
430,29882,347290,3,8388,8793,814,16,2514,0.718,3,33.2480441,-97.3128053,5751.169492,2
531,30184,308640,3,8320,8633,330,32,2562,0.766,3,33.2719006,-97.329471,4558.528302,2
605,34404.7619,122800,1,8105,8304,1715,12,3375,0.7,3,33.1517409,-97.3076281,11741.72619,1
678,26581,156260,2,7943,8504,1040,14,2680,0.7,3,33.2923596,-97.3629858,1997.478873,1
241,29523.80952,150000,1,7262,7796,1255,14,2755,0.7,3,33.0174919,-97.3948626,9168.758242,1
449,29104,135800,1,7651,8127,1014,14,2644,0.7,3,33.174966,-97.3527371,4110.930233,1
601,26659,281360,3,8409,8849,550,20,2350,0.747,3,33.2526536,-97.2889295,4991.222222,2
356,29523.80952,130500,1,7368,7615,745,18,2715,0.7,3,33.0141632,-97.3944491,11247.54878,1
378,33690.47619,270875,2,8044,8274,2465,12,3225,0.7,3,33.1223675,-97.3106649,14883.48571,1
437,26270,273770,3,8408,8860,689,14.5,2714,0.723,3,33.2420739,-97.3069511,5481.12069,2
598,36904.7619,205400,1,7986,8291,1230,13,2955,0.7,3,33.1497465,-97.3207663,8860.486842,1
366,39047.61905,164200,2,7869,8195,1290,17,1565,0.7,3,33.1560935,-97.3378599,8178.297297,1
538,43928.57143,170000,2,8131,8387,2215,9,3225,0.711,3,33.170385,-97.3060278,6829.903226,1
399,34700,137900,1,7455,8120,160,32,2000,0.7,3,33.0824981,-97.2810059,1108.159091,1
60,27818,298060,3,8263,8655,464,17,1764,0.763,3,33.2746084,-97.3299788,3331.935484,1
407,39523.80952,176000,2,8120,8324,2035,10,3015,0.7,3,33.1464614,-97.3049682,11789.98837,1
530,17965.66667,111822,1,8304,8530,315,16,2540,0.7,3,33.2838471,-97.3517972,2307.098901,1
318,11575.95238,168800,1,8237,8269,350,48,2460,0.7,3,33.2104999,-97.3577621,1296.942857,1
368,33690.47619,270875,2,7928,8200,1215,14,1715,0.7,3,33.1278597,-97.323761,14510.04412,1
730,42844,1002400,3,8657,9022,485,23,1235,0.732,3,33.2755011,-97.3016799,4974.068182,2
494,33333.33333,131000,1,7878,8120,465,14,1265,0.7,3,33.1027898,-97.3519229,3552.795699,1
350,24886.04762,178000,3,7680,8680,724,16,3064,0.7,3,33.2381497,-97.3417452,2020.964706,1
174,31547.61905,132625,2,8250,8658,480,128,2255,0.7,3,33.1254077,-97.2448603,95,1
794,48396,980587,1,8280,9320,1164,12,1414,0.595,3,33.1452771,-97.1076315,13882.2,2
249,26872,331800,2,9039,9039,400,30,1300,0.7,3,33.2046089,-97.1621033,3701.666667,1
403,37739,440000,3,8477,8855,302,32,2180,0.7,3,33.1405861,-97.1671229,5386.317073,2
639,34741,499000,1,7995,8830,164,44,1914,0.598,3,33.145345,-97.1726446,2439.043478,2
718,52929,701000,1,8851,8869,700,32,2200,0.6,3,33.1480943,-97.1665868,5882.416667,2
575,28945,465800,2,8115,8532,680,24,2450,0.64,3,33.1919436,-97.2532743,5013.859375,1
786,52379,352572,3,8426,9151,1365,20,2910,0.7,3,33.2570556,-97.215461,1226.430769,2
740,23752,203500,2,8149,9200,439,18,2714,0.72,3,33.2492454,-97.2025221,887.2318841,1
702,24676,294765,2,8484,9245,1365,14,3070,0.7,3,33.2546959,-97.2009724,4863.219178,1
372,28928.57143,115250,1,7370,7644,1500,9,2865,0.7,3,33.0180354,-97.3188721,2798.97561,1
